"164","0","2017-01-10 00:24:11","2017-01-10 00:24:50",NULL,NULL,"37.3504","-121.942","0",NULL,NULL,NULL,,
"165","1","2017-01-10 00:24:10","2017-01-10 00:24:16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"166","0","2017-01-10 00:28:03","2017-01-10 00:43:32","37.3504","-121.942","37.3505","-121.942",NULL,NULL,NULL,NULL,NULL,NULL
"167","0","2017-01-10 00:49:58","2017-01-10 01:00:53","37.3504","-121.942","37.3505","-121.942",NULL,NULL,NULL,NULL,NULL,NULL
"168","2","2017-01-10 00:49:59","2017-01-10 01:00:54","37.3503","-121.942","37.3505","-121.942",NULL,NULL,NULL,NULL,NULL,NULL
"169","3","2017-01-10 00:28:04","2017-01-10 00:43:32","37.3504","-121.942","37.3505","-121.942",NULL,NULL,NULL,NULL,NULL,NULL
"170","2","2017-01-10 00:28:04","2017-01-10 00:43:32","37.3504","-121.942","37.3505","-121.942",NULL,NULL,NULL,NULL,NULL,NULL
"171","0","2017-01-10 17:50:32","2017-01-10 17:53:33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"174","0","2017-01-10 18:04:32","2017-01-10 18:04:33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"175","2","2017-01-10 18:55:50","2017-01-10 18:58:29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"176","3","2017-01-10 18:55:51","2017-01-10 18:58:29",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"177","0","2017-01-10 20:58:50","2017-01-10 20:58:55",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"178","2","2017-01-10 20:58:51","2017-01-10 20:58:54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"179","3","2017-01-10 20:58:51","2017-01-10 20:58:54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"180","0","2017-01-10 21:28:24","2017-01-10 21:30:17",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"191","3","2017-01-12 18:29:26","2017-01-12 19:37:19",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"192","0","2017-01-12 18:34:04","2017-01-12 19:37:18",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"193","0","2017-01-12 20:13:47","2017-01-12 20:16:01",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"194","3","2017-01-12 20:27:55","2017-01-12 20:30:24",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"195","2","2017-01-12 20:27:56","2017-01-12 20:30:23",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"196","0","2017-01-12 21:09:28","2017-01-12 21:12:00",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,"eric is a god. give him a raise"
"197","0","2017-01-12 21:14:26","2017-01-12 21:22:43",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,"good customer satisfaction service"
"198","0","2017-01-12 21:40:00","2017-01-12 21:42:37",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To travel faster",
"199","2","2017-01-12 21:40:01","2017-01-12 21:42:38",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"200","2","2017-01-12 21:59:29","2017-01-12 22:01:18",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"201","3","2017-01-12 23:27:38","2017-01-13 00:56:09",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"202","2","2017-01-12 23:27:39","2017-01-13 00:56:10",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To travel faster",
"203","0","2017-01-13 18:38:18","2017-01-13 18:42:16",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"204","2","2017-01-13 19:47:40","2017-01-13 19:47:45",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"205","3","2017-01-13 19:47:41","2017-01-13 19:47:45",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"206","3","2017-01-13 19:59:41","2017-01-13 20:02:14",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"207","2","2017-01-13 19:59:43","2017-01-13 20:02:24",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"208","0","2017-01-13 19:59:44","2017-01-13 20:02:23",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"209","0","2017-01-13 20:30:56","2017-01-13 20:31:47",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"210","2","2017-01-13 21:09:02","2017-01-13 21:21:00",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"211","3","2017-01-13 21:09:03","2017-01-13 21:21:01",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"212","0","2017-01-13 21:29:32","2017-01-13 21:39:14",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"213","2","2017-01-13 21:29:32","2017-01-13 21:39:15",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,
"214","3","2017-01-13 21:29:35","2017-01-13 21:39:15",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"215","2","2017-01-13 21:41:28","2017-01-13 21:55:48",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"216","3","2017-01-13 21:41:29","2017-01-13 21:55:47",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"217","0","2017-01-13 21:41:29","2017-01-13 21:55:49",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"218","3","2017-01-13 22:12:12","2017-01-13 22:28:51",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,,"overall a great ride. the driver was amazing communicating the details.

 would ride again"
"219","0","2017-01-13 23:14:23","2017-01-13 23:19:00",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"220","2","2017-01-13 23:14:24","2017-01-13 23:19:01",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"221","0","2017-01-14 00:18:38","2017-01-14 00:31:46",NULL,NULL,NULL,NULL,"5",NULL,NULL,NULL,"To try autonomous vehicle",
"222","2","2017-01-14 00:18:39","2017-01-14 00:31:47",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"To try autonomous vehicle",
"223","3","2017-01-14 00:18:40","2017-01-14 00:31:51",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
"224","0","2017-01-14 00:43:02","2017-01-14 00:46:01",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,,
